id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,Sun,STA,1.98847e+30,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000
1,,MBA,7.841122096672456e+16,1.886896854080092333916,2.157414000645763607622,0.324829099769862406077,-0.007959726048743854740,0.006741265984505761394,-0.000165888601897967226
2,,MBA,4.74582209159533e+16,-1.038177135425228048149,-3.228140148301944289955,0.385390282637959824541,0.007505752421802474109,-0.003888395608451669042,-0.002662884988872365848
3,,CEN,2.4677958863220544e+17,5.858102467487956488412,-11.885037399953219505733,0.857155210216366647558,0.003930392490454025917,0.002722270632199315192,-0.002407221868001142503
4,,CEN,2.768546956652906e+17,-2.322554592984694910029,-15.749074497904103964174,2.250008722451216858218,0.003679684356485089184,0.000909288244518061898,0.001523426512791310316
5,,CEN,3.487309265670325e+17,-0.470797829228990438732,-16.642749340293701010296,-2.463206621785978711614,0.003521869669801862366,0.001408555339327781722,0.002727884640469279472
6,,CEN,1.1871995699869773e+18,17.241717529066615810507,1.176437935312384164277,-0.042010726905123203789,-0.001247805036221170645,0.004152471099827001293,0.000838343029503992856
7,,CEN,3.983999413916343e+17,-7.700203338616366188774,10.831518486987453897541,3.482410376876165170046,-0.002774206851564666853,-0.004551731317713384947,0.000650140190460335552
8,,CEN,8.848924667465872e+18,-21.151329278927683219536,2.342621407990380433262,5.230715269745792816991,0.000471213530508822096,-0.003736971564773614116,0.000177448836604494230
9,,CEN,1.8676522084417536e+17,3.573333735710845893152,-8.448543253607148528772,-9.014410390476040646490,-0.000282708062630764782,-0.002879272133846975164,0.004873415469966075469
10,,CEN,6.239424253550365e+16,5.489467463150739412470,11.959954452019474047120,2.444437457649193845555,-0.004444717170275723148,0.000153288218346534280,0.001415954741202017598
11,,CEN,1.8917181845342154e+18,4.095181915269372474597,17.262720547301192652867,3.157626606140154112978,-0.004530990004318428792,-0.001272588562049742963,0.000871154259688616817
12,,CEN,2.182957443234398e+17,5.029130898424707396543,-13.344982239235717358383,-1.794888288955339472608,-0.001577563144659631421,0.001471041022552621418,-0.003308554660054914814
13,,TJN,4.837804783123275e+16,4.151979322943228467580,-2.086394502270794593102,-1.915869170804043619682,0.004503736254644339840,0.005900635204124381888,0.002432597752185311751
14,,TJN,1.081835608150633e+17,3.393024069610774517969,-3.936939888234717521698,0.055736649737226542922,0.005411747247657540047,0.004702574859366696024,0.002166490509247759495
15,,TJN,5.433279295159528e+16,0.738759252713769853926,4.825743888663968306219,-1.191547905965143927531,-0.006940823567632530000,0.001816924048898182304,0.003177212986576687971
16,,TJN,5.812911005331603e+16,-1.665268246310255273457,4.947348029504047950411,0.387910535804143197236,-0.007185037245296212183,-0.002154220754472615119,-0.000153161072362390595
17,,TJN,1.376535073102334e+17,0.510538058299865094014,4.740178423719741296338,0.449227970722340552712,-0.007818970763119407683,0.001382079936452404369,-0.001936219901953760468
18,,TJN,6.775394664017876e+16,-3.939539232055480955097,3.040173828446930404112,-1.670905160911983156069,-0.004544622832623654816,-0.005827628461192550791,-0.001381600195800790918
19,,TJN,1.0880818982177608e+17,4.008240912906737563048,-1.610704863643518613969,-0.034437308360502759397,0.004327481992437495241,0.007837983648807575129,0.000300685807333736564
