id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,Sun,STA,1.98847e+30,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000,0.000000000000000000000
1,,MBA,7732770548160036,-0.811022917790781283642,-2.948149421853974772034,-0.646176902153801968609,0.008652542564171382400,-0.002755703698251226342,-0.003790005862945627219
2,,MBA,6767491520025137,-2.159629791298452339277,-2.399782570480201382424,-0.709516017540190002677,0.006499046359677919035,-0.005190260150596878209,0.004117930073040511688
3,,MBA,6524844619913295,-0.781757924298079664993,-2.768934692396075369913,-0.144296949343877378702,0.009588478082912015033,-0.003404304321002859634,0.002891550172559505423
4,,MBA,7251504887464415,2.539809103907361809149,2.153756459149158697386,0.797983568406555265895,-0.004895015493896074169,0.007196442498544250964,-0.001769659306415342350
5,,MBA,8023732095004151,-1.175675185833343183717,-3.037470786986904425220,-0.315592544468519253797,0.008349991241686878160,-0.002510252072458730131,0.001804397144851021487
6,,MBA,5986697782961572,3.254240344309208499141,-0.822877004147805957146,-0.076617727989383363485,0.002146106630249580011,0.008649589111475985623,0.001406433815417449827
7,,MBA,6571957497875687,-1.791772751178822176144,-1.586117185503506998856,0.344665571192735498141,0.008400127102316849725,-0.007663006340122816180,-0.003442823319691765051
8,,MBA,1.0087720688967042e+16,-2.379040901230362159424,1.419013609003261899844,0.700757617766870621878,-0.006458178412694193238,-0.008246728153694931826,0.001777276351404814044
9,,MBA,7797163056887005,0.188853486967361927640,-2.697003976605522268528,-0.228878695355552663759,0.010729460963312613397,0.001544194461147687780,-0.001169046496363831738
10,,MBA,9623712140357372,-0.463895932830293400428,-2.928458738836794417182,0.157613296628118654263,0.009753968753530363120,-0.001891613142703005550,-0.002145229920970785110
11,,MBA,7176126025276339,-0.593595291704623551077,-3.405100292448912657761,-0.674084393255910852005,0.008485381133775568921,-0.000315076522937485757,-0.001274462143032802476
12,,MBA,1.9789605162405996e+16,1.852130035220909798355,2.647696203261848069133,0.721509590254983512736,-0.007514395211067032877,0.005368981353597202834,-0.000992791909288222871
13,,MBA,1.8013835181375844e+16,-0.017230871758389040838,2.797196481966977010813,-0.190493782198877081857,-0.010106424279961672905,-0.000230974609979795218,0.003833547892990954702
14,,MBA,5901014995720266,-1.116427990983982931894,2.648099575925777493524,0.930836908725543588083,-0.009406075116343046161,-0.003159354961740710576,-0.001944988739117929329
15,,MBA,5789205614449555,2.650051745396084346140,0.670192154196569300773,-0.539085325308914842246,-0.001797264426929428465,0.010509306551473973634,0.002347079033759232134
16,,MBA,8470921220084611,3.007141021557294457978,1.170206711899855589465,-0.949775766791178921444,-0.002668168476227626620,0.008531965393104778625,-0.000930170374754273857
17,,MBA,1.0574188956658928e+16,0.396179423850915035654,3.252166308610648925992,-0.203190658873458329658,-0.009048358854289735576,0.001365145195969255914,0.001755927739029359202
18,,MBA,9599372970972208,2.203280023287577105151,1.393447275901542825594,0.576359251592444499224,-0.007395656988753042567,0.008466904072681821422,0.001047405282376712892
19,,MBA,6399693586311660,-1.913392779883685612674,2.408981507262569987660,-0.216939642942710314566,-0.006779672853027648993,-0.006920154665772272791,-0.001967031113721991620
20,,MBA,9978771246483480,0.300876396262662715309,3.541579299953826698300,0.388767349229361347529,-0.007483148489412363297,0.001256395190881164818,0.003505150916490392971
21,,MBA,7574899816754933,0.785196996618592657491,3.056195653736285322566,-0.881090795588795772098,-0.008993885072222396540,0.002329686365941881481,0.000335732019861216991
22,,MBA,1.5379008395220848e+16,2.299953298668576007202,1.532433012236360525549,0.774501577025128118414,-0.005833830519337444495,0.008910464823396869669,0.000076685078813374719
23,,MBA,5977826412042638,-3.437971689282370846286,0.651592361103735973060,0.239962343910402470248,-0.002110801832749331988,-0.008172798082128665195,0.001476581560422266350
24,,MBA,7214252355186346,-2.995464969590022619172,-0.577909259570857591903,-0.094346249282637878464,0.002191784307526306944,-0.009656738253430857677,-0.001539878809617611401
25,,MBA,8794904884668861,-1.561204162289387964435,3.135499804865210737859,0.229355560652956591561,-0.008058285578541990457,-0.002717205246405992279,0.001608774954644832467
26,,MBA,6415481533196189,0.493986552674324064238,-3.152933790309737194235,0.841118343262625356438,0.009220947946321040797,-0.000145882097201461869,-0.000152155268584952384
27,,MBA,6588973489862793,-2.003683753371742870542,-1.592160407789052101180,-0.483551726272874127233,0.006557434133769474670,-0.008149550244881842431,0.001184604335661944112
28,,MBA,1.2673467166173326e+16,-0.196025713201125523222,3.156153298204189994181,0.027503532333395235704,-0.009450790931304495907,-0.000622578829544911754,0.001442550319821637398
29,,MBA,6230466537016630,3.275066121088342274703,-0.465612810925310760535,-0.518149838706718268710,0.000206877951373758288,0.008926594790422560238,-0.000388155543554954735
30,,MBA,6283483721452101,-0.310295156890137535655,3.113105649679001718511,0.412967818356970439719,-0.009681930389735674339,0.000015671888789537552,-0.000608999179061992598
31,,MBA,1.5743109487389792e+16,1.392772435702068989372,-2.867360936174319974157,-1.091872257302228810261,0.008235484104015146703,0.003656428963669726244,-0.001248328985807527344
32,,MBA,7841706046411538,1.854696870712537082326,2.876846896621235938341,0.299596568971944088311,-0.007371310002018420862,0.004853453981348211654,0.000496031155539197592
33,,MBA,7199186397742659,3.032382298016953914299,0.478904948226665572175,0.622570234191603066876,-0.001241559880023545507,0.008736986597272745556,-0.003991582009139571507
34,,MBA,8448567566977865,0.902066955449304153092,3.400987685110004488109,-0.823670388950248133497,-0.007729033491215170706,0.002927584590274833354,-0.000780316113584679722
